Item ID,Created Time,Last Modified Time,Item Name,Sales Description,Selling Price,Sales Account,Is Returnable Item,Brand,Manufacturer,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Tax Name,Tax Percentage,Tax Type,Purchase Tax Name,Purchase Tax Percentage,Purchase Tax Type,Product Type,Source,Reference ID,Last Sync Time,Status,Unit,Unit Name,SKU,UPC,EAN,ISBN,Part Number,Purchase Price,Purchase Account,Purchase Description,Inventory Account,Inventory Valuation Method,Track Batches,Reorder Level,Preferred Vendor,Opening Stock,Opening Stock Value,Stock On Hand,Is Combo Product,Item Type,Sellable,Purchasable,Track Inventory,Category Name,Parent Category,CF.UoM,CF.Source URL,CF.Shopify status,CF.Shopify Collection,CF.Shopify var 1 - name,CF.Shopify var 1 - value,CF.Shopify var 2 - name,CF.Shopify var 2 - value,CF.Shopify var 3 - name,CF.Shopify var 3 - value,CF.SKU - new
5583220000000917915,2025-06-24 09:23:14,2026-01-29 16:54:14,3.0MM LATCH REAMER,,NGN 125000.00,Sales,false,Bicon,BICON,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pcs,,260-150-004,,,,,NGN 60462.37,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,BICON,1.00,NGN 60462.35,1.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-009
5583220000000918388,2025-06-24 09:23:15,2026-01-29 16:54:59,6.0MM LATCH REAMER,,NGN 125000.00,Sales,false,Bicon,BICON,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,Pcs,,260-150-018,,,,,NGN 39968.23,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,BICON,1.00,NGN 39968.23,1.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-010
5583220000000918861,2025-06-24 09:23:16,2026-01-29 16:54:10,3.0MM EXTENDED LATCH REAMER,,NGN 12481.47,Sales,false,Bicon,BICON,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,260-150-002,,,,,NGN 12481.47,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,BICON,1.00,NGN 12481.47,1.00,false,Inventory,true,true,true,150-Files & Reamers,260-Endodontics,Pieces,,,,,,,,,,180-130-011
5583220000000919334,2025-06-24 09:23:17,2026-01-29 08:56:48,DURALAY P&S 20z RED,,NGN 55100.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,520-210-004,,,,,NGN 40809.13,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 40809.13,1.00,false,Inventory,true,true,true,210-Temporary Filling Materials,520-Restorative,Pieces,,,,,,,,,,250-130-001
5583220000000919807,2025-06-24 09:23:18,2026-01-29 08:54:06,DURALAY PIN,,NGN 7500.00,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,520-210-005,,,,,NGN 1840.740741,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 2485.00,3.00,false,Inventory,true,true,true,210-Temporary Filling Materials,520-Restorative,Pieces,,,,,,,,,,250-130-002
5583220000000920294,2025-06-24 09:23:19,2026-01-29 17:20:51,SNAP LIQUID (MONOMER),,NGN 95700.00,Sales,false,PARKELL,PARKELL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Bottle(s),,380-120-001,,,,,NGN 63589.44,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,7.00,NGN 55333.82,6.00,false,Inventory,true,true,true,120-Acrylics & Resins,380-Lab Products,Pieces,,,,,,,,,,250-130-003
5583220000000920767,2025-06-24 09:23:20,2026-01-29 17:20:56,SNAP POWDER SHADE 61,,NGN 98250.00,Sales,false,SNAP,PARKELL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Bottle(s),,380-120-003,,,,,NGN 78537.42,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 59588.72,7.00,false,Inventory,true,true,true,120-Acrylics & Resins,380-Lab Products,Pieces,,,,,,,,,,250-130-004
5583220000000921240,2025-06-24 09:23:21,2026-01-29 17:20:58,SNAP POWDER SHADE 62,,NGN 98250.00,Sales,false,SNAP,PARKELL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Bottle(s),,380-120-004,,,,,NGN 61375.38,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,10.00,NGN 55823.83,8.00,false,Inventory,true,true,true,120-Acrylics & Resins,380-Lab Products,Pieces,,,,,,,,,,250-130-005
5583220000000921713,2025-06-24 09:23:22,2026-01-29 17:21:00,SNAP POWDER SHADE 65,,NGN 98250.00,Sales,false,SNAP,PARKELL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Bottle(s),,380-120-005,,,,,NGN 65428.98,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,4.00,NGN 59588.73,8.00,false,Inventory,true,true,true,120-Acrylics & Resins,380-Lab Products,Pieces,,,,,,,,,,250-130-006
5583220000000922186,2025-06-24 09:23:23,2026-01-29 17:21:02,SNAP POWDER SHADE 69,,NGN 98250.00,Sales,false,SNAP,PARKELL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Bottle(s),,380-120-006,,,,,NGN 43588.24,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 43588.25,1.00,false,Inventory,true,true,true,120-Acrylics & Resins,380-Lab Products,Pieces,,,,,,,,,,250-130-007
5583220000000922677,2025-06-24 09:23:25,2026-01-30 17:20:23,ASPIRATING SYRINGE-UNODENT,"UnoDent Aspirating Cartridge Syringe, Breech Loading 1.8ml. Stainless steel.",NGN 34500.00,Sales,false,UnoDent,DENTAL DIRECTORY,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,100-150-001,,,,,NGN 25484.35,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,DENTAL DIRECTORY,7.00,NGN 23552.95,7.00,false,Inventory,true,true,true,150-Syringes,100-Anaesthetics,Pieces,https://www.bfmulholland.com/anaesthetics-and-pharmaceuticals-c3/syringes-c31/cartridge-syringes-c39/unodent-aspirating-cartridge-syringe-breech-loading-1-8ml-p16006,Queue for Upload,UnoDent Syringes,,,,,,,110-300-001
5583220000000923150,2025-06-24 09:23:26,2026-01-30 14:29:17,DENTAL NEEDLES-MONOJECT-LONG,Monoject Dental Needles 27 Gauge Long (Yellow). Polypropylene Hub. Sterile. 100/Box.,NGN 40200.00,Sales,false,Monoject,Cardinal Health,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,100-140-001,,,,,NGN 23516.80,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 22495.79,3.00,false,Inventory,true,true,true,140-Needles,100-Anaesthetics,Pieces,https://www.net32.com/ec/monoject-400-27g-long-125-sterile-disposable-d-40888,Queue for Upload,Monoject Dental Needles,Type,27G Yellow Long,,,,,110-400-001
5583220000000923623,2025-06-24 09:23:27,2026-01-30 14:29:28,DENTAL NEEDLES-MONOJECT-X-SHOR,Monoject Dental Needles 30 Gauge Extra-Short (Blue). For intraligamentary injections. 100/Box.,NGN 40200.00,Sales,false,Monoject,Cardinal Health,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,100-140-003,,,,,NGN 23600.42,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,15.00,NGN 20918.07,26.00,false,Inventory,true,true,true,140-Needles,100-Anaesthetics,Pieces,https://www.net32.com/ec/monoject-400-30-gauge-xshort-50-sterile-d-126437,Queue for Upload,Monoject Dental Needles,Type,30G Blue X-Short,,,,,110-400-002
5583220000000924096,2025-06-24 09:23:28,2026-01-30 14:29:34,NEEDLE GARD II AUTOCLAVABLE,Needle Gard II (Conta-Guard) Autoclavable Needle Recapping Device/Stand. Protects against needle stick injuries.,NGN 9050.00,Sales,false,Needle Gard,RØNVIG Dental,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,100-140-004,,,,,NGN 3626.05,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 3626.05,2.00,false,Inventory,true,true,true,140-Needles,100-Anaesthetics,Pieces,https://ronvig.com/products/protection/conta-guard/,Queue for Upload,Needle Gard II,Color,Standard (Blue/White),,,,,250-400-001
5583220000000924569,2025-06-24 09:23:29,2026-01-30 14:29:23,DENTAL NEEDLES-MONOJECT-SHOR,Monoject Dental Needles 30 Gauge Short (Blue). Polypropylene Hub. Sterile. 100/Box.,NGN 40200.00,Sales,false,Monoject,Cardinal Health,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,100-140-002,,,,,NGN 23036.02,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,33.00,NGN 18330.62,44.00,false,Inventory,true,true,true,140-Needles,100-Anaesthetics,Pieces,https://www.net32.com/ec/monoject-400-30-gauge-short-75-sterile-d-40891,Queue for Upload,Monoject Dental Needles,Type,30G Blue Short,,,,,110-400-003
5583220000000925042,2025-06-24 09:23:31,2026-01-29 08:53:14,TOPICAL GEL (BUBBLE GUM)- PEAR,,NGN 13500.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-005,,,,,NGN 9406.72,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,17.00,NGN 8998.30,16.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,,,,,,,,,,110-200-001
5583220000000925515,2025-06-24 09:23:32,2026-01-29 08:53:13,TOPICAL GEL (PINA COLADA)- PEA,,NGN 13500.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-009,,,,,NGN 8998.30,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,12.00,NGN 8998.29,0.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,,,,,,,,,,110-200-002
5583220000000925988,2025-06-24 09:23:33,2026-01-29 08:53:12,TOPICAL GEL-CHERRY-PAC DENT,,NGN 13500.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-013,,,,,NGN 4256.63,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,5.00,NGN 4256.65,0.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,,,,,,,,,,140-200-001
5583220000000926461,2025-06-24 09:23:33,2026-01-30 17:20:34,LIGMAJECT II METAL BARREL,Ligmaject II Intraligamental Syringe. Specialized pressure syringe for periodontal ligament anesthesia.,NGN 16660.57,Sales,false,Septodont,SEPTODONT,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,100-150-004,,,,,NGN 16660.57,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 16660.57,1.00,false,Inventory,true,true,true,150-Syringes,100-Anaesthetics,Pieces,https://www.septodontusa.com/products/ligmaject/,Queue for Upload,Septodont Syringes,,,,,,,110-600-001
5583220000000926934,2025-06-24 09:23:34,2026-01-30 12:43:21,LIGNOSPAN 2% RED 1:100,"Lignospan Standard (Lidocaine HCl 2% with Epinephrine 1:100,000). 1.7ml cartridges. 50/Box.",NGN 159100.00,Sales,false,Septodont,SEPTODONT,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Pack(s),,100-130-002,,,,,NGN 117772.16,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 105820.03,117.00,false,Inventory,true,true,true,130-Local Anaesthetics,100-Anaesthetics,Pack,https://www.septodontusa.com/product/pain-management-lignospan-standard/,Queue for Upload,Septodont Local Anaesthetics,Type,2% Red (1:100k Epi),,,,,110-100-001
5583220000000927407,2025-06-24 09:23:36,2026-01-29 08:53:13,TOPICAL GEL( RASPBERRY) PEARSO,,NGN 13500.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-011,,,,,NGN 8998.30,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,40.00,NGN 7908.79,0.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,,,,,,,,,,140-200-002
5583220000000927880,2025-06-24 09:23:37,2026-01-29 08:53:12,TOPICAL GEL( STRAWBERRY) PEARS,,NGN 13500.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-012,,,,,NGN 8998.30,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,30.00,NGN 8524.53,0.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,,,,,,,,,,140-200-003
5583220000000928353,2025-06-24 09:23:38,2026-01-26 13:04:20,SEPTOCAINE W/EP 1:200 (50) secondary,,NGN 142792.9467,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Inactive,pcs,Pieces,null,,,,,NGN 105772.5531,Cost of Goods Sold,cm,Inventory Asset,fifo,false,1.00,,3.00,NGN 142792.95,0.00,false,Inventory,true,true,true,,,Pieces,,,,,,,,,,110-100-002
5583220000000928826,2025-06-24 09:23:39,2026-01-29 08:53:14,FLUORIDE GEL CHERRY (GELATO),"Buy Ionite APF (Dharma) at Pearson Dental Supply for the Best Price, Highest Quality, Superior Customer Service. 800-535-4535",NGN 45700.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-006,,,,,NGN 32293.88,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 32293.88,0.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,https://www.pearsondental.com/catalog/product.asp?majcatid=1347&catid=6631&subcatid=32593&pid=86815,,,,,,,,,190-500-001
5583220000000929299,2025-06-24 09:23:40,2026-01-29 08:53:13,FLUORIDE GEL S. BERRY (GELATO),"Buy Ionite APF (Dharma) at Pearson Dental Supply for the Best Price, Highest Quality, Superior Customer Service. 800-535-4535",NGN 45700.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-007,,,,,NGN 32293.88,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,1.00,NGN 32293.88,0.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,https://www.pearsondental.com/catalog/product.asp?majcatid=1347&catid=6631&subcatid=32593&pid=86815,,,,,,,,,190-500-002
5583220000000929772,2025-06-24 09:23:41,2026-01-29 08:53:13,TOPICAL GEL (CHERRY) PEARSON,,NGN 13500.00,Sales,false,Pearson Dental,PEARSON DENTAL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,480-120-008,,,,,NGN 9406.72,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,20.00,NGN 8998.30,20.00,false,Inventory,true,true,true,120-Fluoride Gels & Varnishes,480-Preventive Products,Pieces,,,,,,,,,,110-200-003
5583220000000930247,2025-06-24 09:23:42,2026-01-30 15:48:57,TRANSCOJECT NEEDLES 25G SHORT,Transcoject Painless Steel Injection Needles 25 Gauge Short (Red). 100/Box.,NGN 17500.00,Sales,false,Transcodent,medmix (Transcodent),0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,100-140-006,,,,,NGN 10503.66,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,20.00,NGN 10503.66,14.00,false,Inventory,true,true,true,140-Needles,100-Anaesthetics,Pieces,https://www.medmix.swiss/en-us/products/transcodent,Queue for Upload,Transcoject Painless Steel,Type,25G Red Short,,,,,190-500-003
5583220000000930720,2025-06-24 09:23:43,2026-01-30 17:20:30,DEPH SYRINGE CARTRIDGE ASPIRAT,"DEHP Syringe Cartridge Self-Aspirating 2.2ml ECO. Side-loading, harpoon-less design.",NGN 35800.00,Sales,false,DEHP,DE Healthcare Products,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,100-150-003,,,,,NGN 26504.97,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 26504.97,2.00,false,Inventory,true,true,true,150-Syringes,100-Anaesthetics,Pieces,https://www.henryschein.ie/dental-ie/p/syringes-dental/cartridge-syringes-reusable/dehp-syringe-cartridge-self-aspirating-2-2ml-eco/9792607,Queue for Upload,DEHP Syringes,,,,,,,110-300-002
5583220000000931207,2025-06-24 09:23:45,2026-01-29 08:49:08,ARTICULATING PAPER - HANEL,,NGN 14500.00,Sales,false,Coltene,COLTENE,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,520-120-001,,,,,NGN 10653.77,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,COLTENE,45.00,NGN 8118.82,37.00,false,Inventory,true,true,true,120-Articulating Materials,520-Restorative,Pieces,,,,,,,,,,300-800-001
5583220000000931680,2025-06-24 09:23:46,2026-01-29 17:02:13,ARTICULATOR WITH MAGNETIC PLAT,,NGN 27947.47333,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,280-130-003,,,,,NGN 27947.47,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,3.00,NGN 27947.47,3.00,false,Inventory,true,true,true,130-Lab Equipment,280-Equipment,Pieces,,,,,,,,,,230-400-001
5583220000000932153,2025-06-24 09:23:47,2026-01-29 17:02:07,APEX#2 ARTICULATOR CHROME G075,,NGN 69869.77,Sales,false,,,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,280-130-001,,,,,NGN 69869.78,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,,2.00,NGN 69869.77,2.00,false,Inventory,true,true,true,130-Lab Equipment,280-Equipment,Pieces,,,,,,,,,,230-400-002
5583220000000932626,2025-06-24 09:23:48,2026-01-29 08:47:28,SYNTHOGRAFT 1.0G (500-1000),,NGN 150100.00,Sales,false,Bicon,BICON,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Each,,140-110-004,,,,,NGN 102887.31,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,BICON,15.00,NGN 107707.12,16.00,false,Inventory,true,true,true,110-Bone Substitutes,140-Biomaterials,Pieces,,,,,,,,,,120-100-001
5583220000000933099,2025-06-24 09:23:49,2026-01-29 16:44:20,15X20MM RESORBABLE MEMBRANE,,NGN 224500.00,Sales,false,Bicon,BICON,0.00,0.00,0.00,0.00,,,,,,,,,,goods,2,,,Active,pcs,Pieces,140-120-001,,,,,NGN 166214.31,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,BICON,3.00,NGN 186963.17,6.00,false,Inventory,true,true,true,120-Resorbable Membranes,140-Biomaterials,Pieces,https://store.bicon.com/regenerative/15-x-20mm-resorbable-collagen-membrane-260--509--600,,,,,,,,,120-200-001
5583220000000933572,2025-06-24 09:23:51,2026-01-29 08:47:28,20X30MM RESORBABLE MEMBRANE,,NGN 245900.00,Sales,false,Bicon,BICON,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,140-120-002,,,,,NGN 177633.50,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,BICON,4.00,NGN 196378.23,0.00,false,Inventory,true,true,true,120-Resorbable Membranes,140-Biomaterials,Pieces,,,,,,,,,,120-200-002
5583220000000934063,2025-06-24 09:23:52,2026-01-26 12:45:19,BIO-GIDE,,NGN 317388.77,Sales,false,GEISTLICH PHARMA PC,GEISTLICH PHARMA PC,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Inactive,pcs,Pieces,null,,,,,NGN 235102.7926,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,GEISTLICH PHARMA PC,5.00,NGN 317388.77,0.00,false,Inventory,true,true,true,,,Pieces,,,,,,,,,,120-200-003
5583220000000934536,2025-06-24 09:23:53,2026-01-29 08:47:28,BIO-OSS - 0.5GM,,NGN 271500.00,Sales,false,GEISTLICH PHARMA PC,GEISTLICH PHARMA PC,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,pcs,Pieces,140-110-001,,,,,NGN 201058.17,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,GEISTLICH PHARMA PC,4.00,NGN 76856.96,5.00,false,Inventory,true,true,true,110-Bone Substitutes,140-Biomaterials,Pieces,,,,,,,,,,120-100-002
5583220000000935027,2025-06-24 09:23:54,2026-01-29 08:47:28,ETHOSS 0.5CC SYNTHETIC BONE,,NGN 490200.00,Sales,false,ETHOSS DENTAL,ETHOSS DENTAL,0.00,0.00,0.00,0.00,cm,kg,,,,,,,,goods,2,,,Active,Unit(s),,140-110-002,,,,,NGN 363047.73,Cost of Goods Sold,,Inventory Asset,fifo,false,1.00,ETHOSS DENTAL,5.00,NGN 351417.63,7.00,false,Inventory,true,true,true,110-Bone Substitutes,140-Biomaterials,Pieces,,,,,,,,,,120-100-003
