sku,Item Name,item-name-suggested,sales_description,brand,manufacturer,shopify_collection,variant_1_name,variant_1_value,variant_2_name,variant_2_value,variant_3_name,variant_3_value,package_length,package_width,package_height,package_weight,dimension_unit,enrichment_comments
280-110-016,BACKREST 12152 PEARLY YELLOW,BACKREST 12152 PEARLY - Yellow,"Professional-grade Backrest 12152 Pearly Yellow designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.


Specifications:
- Color: Yellow
",Castellini,Castellini,BACKREST 12152 PEARLY,Color,Yellow,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-054,SECT.TUBING L1400.SURGYC.MM'15,SECT.TUBING L1400.SURGYC.mm'15,Durable Sect.Tubing L1400.Surgyc.Mm'15 designed for high-flow suction and fluid management systems. Flexible and sterilization-compatible material.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-030,FRONT CUP-GREY-686C0190,FRONT CUP-686C0190 - Grey,"Professional-grade Front Cup-Grey 686C0190 designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.


Specifications:
- Color: Grey
",Castellini,Castellini,FRONT CUP-686C0190,Color,Grey,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-043,O RING 3181-GUARNIZIONE,,Genuine replacement O Ring 3181-Guarnizione ensuring proper sealing and functionality for dental equipment units.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-003,IMPLANTOR 2 & 2L CIRCUIT BOARD,IMPLANTOR 2 & CIRCUIT BOARD - 2l,"OEM replacement Implantor 2 & 2L Circuit Board for dental unit electronics. Ensures reliable system performance and compatibility.

Specifications:
- Volume: 2l
",Castellini,Castellini,IMPLANTOR 2 & CIRCUIT BOARD,Volume,2l,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-035,INFRARED PHOTO DETECTOR,,Replacement Infrared Photo Detector for dental unit electronics. Ensures reliable connectivity and system integration.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-044,"OR 1,78 X 37, 82 EPDM705H BLAC",,"Professional-grade Or 1,78 X 37, 82 Epdm705H Blac designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-026,ELECTRODE TYPE H (FE6001049),,Replacement Electrode Type H (Fe6001049) for dental unit electronics. Ensures reliable connectivity and system integration.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-059,SHS 1LT.TANK GROUP (97466307),,Replacement Shs 1Lt.Tank Group (97466307) for dental hygiene water systems. Designed for easy refilling and durable service.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-042,O RING 127-M5800127,,Genuine replacement O Ring 127-M5800127 ensuring proper sealing and functionality for dental equipment units.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-046,PICOSOL COIL + SCREWS-H4100049,,Precision Picosol Coil + Screws-H4100049 designed for accurate adjustments and maintenance of dental instruments.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-017,PIEZOSTERIL 5 HANDPIECE-68C000,PIEZOSTERIL 5 HANDPIECE 68C000,Professional Piezosteril 5 Handpiece 68C000 engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-021,WRENCH FOR REMOVAL OF MICRO PB,,Precision Wrench For Removal Of Micro Pb designed for accurate adjustments and maintenance of dental instruments.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-023,WRENCH FOR REMOVAL OF STD HP,,Precision Wrench For Removal Of Std Hp designed for accurate adjustments and maintenance of dental instruments.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-009,X-RAY PC-BOARD X-70/S-E6000145,X-RAY PC-BOARD X 70/-E6000145 - Small,"OEM replacement X-Ray Pc-Board X 70/S-E6000145 for dental unit electronics. Ensures reliable system performance and compatibility.

Specifications:
- Size: Small
",Castellini,Castellini,X-RAY PC-BOARD X 70/-E6000145,Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-010,X-RAY PLATE PART PC-BOARD,,OEM replacement X-Ray Plate Part Pc-Board for dental unit electronics. Ensures reliable system performance and compatibility.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-023,25 MICRON FILTER W/FILTER CAP,FILTER W/FILTER CAP,"Premium 25 Micron Filter W/Filter Cap (25 Micron) designed to protect dental unit components from debris and contaminants.

Specifications:
- Filter Size: 25 Micron
",Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-024,50 MICRON FILTER W/FILTER CAP,FILTER W/FILTER CAP,"Premium 50 Micron Filter W/Filter Cap (50 Micron) designed to protect dental unit components from debris and contaminants.

Specifications:
- Filter Size: 50 Micron
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-051,PROPORTIONAL VALVE-F301R20P0,,Precision Proportional Valve-F301R20P0 component for fluid or air control in dental units.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-170-003,OPTIGUARD REFILL,,Protective Optiguard Refill surface sealant for composite restorations. Extends longevity and finish.,Kerr,Kerr,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-002,BULB - DENTAL UNIT 12V - 50W,BULB-DENTAL UNIT,"Replacement Bulb - Dental Unit 12V 50W (12V, 50W) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.

Specifications:
- Power/Spec: 12V, 50W
",Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-004,BULB CASTELLINI DENTAL UNIT,,Replacement Bulb Castellini Dental Unit (standard) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-004,BULB LIGHT CURE UNIT 10V-52W,BULB LIGHT CURE UNIT,"Replacement Bulb Light Cure Unit 10V 52W (10V, 52W) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.

Specifications:
- Power/Spec: 10V, 52W
",Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-180-001,BULBS FOR EYE LOUPES 15V-150W,BULBS FOR EYE LOUPES,"Replacement Bulbs For Eye Loupes 15V 150W (15V, 150W) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.

Specifications:
- Power/Spec: 15V, 150W
",Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-032,HALOGEN LAMP BULB 12V-75W,HALOGEN LAMP BULB,"Replacement Halogen Lamp Bulb 12V 75W (12V, 75W) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.

Specifications:
- Power/Spec: 12V, 75W
",Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-002,5 LED LIGHT HANDPIECE (FAST HAND PIECE),,High-intensity 5 Led Light Handpiece (Fast Hand Piece) for rapid and effective polymerization of dental composites. Ergonomic design ensures clinical efficiency.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-008,DB-686 HELEN+CURING LIGHT,DB 686 HELEN+CURING LIGHT,High-intensity Db 686 Helen+Curing Light for rapid and effective polymerization of dental composites. Ergonomic design ensures clinical efficiency.,COXO,COXO,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-064,SUCTION ADAPTER,,Durable Suction Adapter designed for high-flow suction and fluid management systems. Flexible and sterilization-compatible material.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-012,KAVO SPRAY,,High-quality Kavo Spray for maintenance and care of dental handpieces and instruments.,KaVo,KaVo,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-013,KAVO SPRAY NOZZLE,,High-quality Kavo Spray Nozzle for maintenance and care of dental handpieces and instruments.,KaVo,KaVo,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-001,1:1 FIBER CONTRA ANGLE HAND PIECE (SLOW SPEED),,Professional 1:1 Fiber Contra Angle Hand Piece (Slow Speed) engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-009,FIBER STRAIGHT HANDPIECE,,Professional Fiber Straight Handpiece engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-019,R25-CA 1:5CONTRA ANGLE HAND,1:5CONTRA ANGLE HAND,"Professional R25-Ca 1:5Contra Angle Hand engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.

Specifications:
- Part Number: R25-CA
",Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-024,UNODENT HANDPIECE LUBRICANT,,Professional Unodent Handpiece Lubricant engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,UnoDent,UnoDent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-008,750ML CLEAN WATER SYSTEM,CLEAN WATER SYSTEM - 750ml,"Professional-grade 750Ml Clean Water System designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.


Specifications:
- Volume: 750ml
",Castellini,Castellini,CLEAN WATER SYSTEM,Volume,750ml,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-018,SLEEVES HP (HIGH SPEED) WINNER,,Protective Sleeves Hp (High Speed) Winner designed for optimal infection control and equipment protection.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-020,SLEEVES HP (LOW SPEED) WINNER,,Protective Sleeves Hp (Low Speed) Winner designed for optimal infection control and equipment protection.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-016,TOUCH ACTIVATED GAS BURNER,,"Professional-grade Touch Activated Gas Burner designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-057,SENSIMATIC ELECTRODES LRG LOOP,,Replacement Sensimatic Electrodes Lrg Loop for dental unit electronics. Ensures reliable connectivity and system integration.,Parkell,Parkell,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-002,COMPLETE MAGNETE PLATE 5222/12,,"Professional-grade Complete Magnete Plate 5222/12 designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,10.00,10.00,2.00,0.15,cm,[GENERATED]
280-120-026,18:1 IMPLANT CONTRA ANGLE,,Professional 18:1 Implant Contra Angle engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-011,ELECTRIC DRILL UNIT,,Professional Electric Drill Unit engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-025,MINI LATCH HEAD,,"Professional-grade Mini Latch Head designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-019,UNODENT TORQUE WRENCH NSK,,Precision Unodent Torque Wrench Nsk designed for accurate adjustments and maintenance of dental instruments.,UnoDent,UnoDent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-045,ORING SET FOR VACUVESTOR-#4020,ORING SET FOR VACUVESTOR,"Professional-grade Oring Set For Vacuvestor-#4020 designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Whip Mix,Whip Mix,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-015,MICROMOTOR HANDPIECE,,Professional Micromotor Handpiece engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-013,MICROMOTORS RL01-2 BREUSHLESS,MICROMOTORS BREUSHLESS,"Professional-grade Micromotors Rl01-2 Breushless designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.


Specifications:
- Part Number: RL01-2
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-004,RL 35 ARTICULATOR (L),RL 35 ARTICULATOR - Large,"Precision Rl 35 Articulator (L) designed for accurate occlusion analysis and prosthetic fabrication. Features robust construction for reliable laboratory use.

Specifications:
- Size: Large
",Ray Foster,Ray Foster,RL 35 ARTICULATOR,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-005,RL 35 ARTICULATOR (M),RL 35 ARTICULATOR - Medium,"Precision Rl 35 Articulator (M) designed for accurate occlusion analysis and prosthetic fabrication. Features robust construction for reliable laboratory use.

Specifications:
- Size: Medium
",Ray Foster,Ray Foster,RL 35 ARTICULATOR,Size,Medium,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-130-006,RL 35 ARTICULATOR (S),RL 35 ARTICULATOR - Small,"Precision Rl 35 Articulator (S) designed for accurate occlusion analysis and prosthetic fabrication. Features robust construction for reliable laboratory use.

Specifications:
- Size: Small
",Ray Foster,Ray Foster,RL 35 ARTICULATOR,Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-009,COMPRESSOR OIL - BAMBI,COMPRESSOR OIL-BAMBI,Advanced Compressor Oil - Bambi for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-015,SONIC DENTURE SPA,,Advanced Sonic Denture Spa for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-014,MICROLUX TRANSILLUMINATOR,,Replacement Microlux Transilluminator (standard) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-003,ADDENT-MICROLUX DL LIGHTGUIDE,,"Professional-grade Addent-Microlux Dl Lightguide designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-073,GENERATOR CPU PCB-10009814,GENERATOR CPU PCB 10009814,OEM replacement Generator Cpu Pcb 10009814 for dental unit electronics. Ensures reliable system performance and compatibility.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-002,INSTR SELECTN BOARD-E6000109,,OEM replacement Instr Selectn Board-E6000109 for dental unit electronics. Ensures reliable system performance and compatibility.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-005,STAB SUPPLY PC BOARD-E6000113,,OEM replacement Stab Supply Pc Board-E6000113 for dental unit electronics. Ensures reliable system performance and compatibility.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-016,PIEZOSTERIL 3 HANDPIECE,,Professional Piezosteril 3 Handpiece engineered for smooth operation and high torque. Durable construction suitable for various clinical applications.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-170-001,LEAD-FREE APRON ADULT W/COLLAR,LEAD-FREE APRON W/COLLAR - Adult,"Protective Lead-Free Apron Adult W/Collar designed for optimal infection control and equipment protection.

Specifications:
- Size: Adult
",,,LEAD-FREE APRON W/COLLAR,Size,Adult,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-037,KIT COPPIA O-RING TERM CANULE,,Genuine replacement Kit Coppia O-Ring Term Canule ensuring proper sealing and functionality for dental equipment units.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-052,QUICK MALE COUPLING (R3000142),,Precision Quick Male Coupling (R3000142) component for fluid or air control in dental units.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-040,MICROSWITCH W/WHEEL LEVER,,Replacement Microswitch W/Wheel Lever for dental unit electronics. Ensures reliable connectivity and system integration.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-069,TUBE & POLYLIGHT SELECTN CABLE,,Replacement Tube & Polylight Selectn Cable for dental unit electronics. Ensures reliable connectivity and system integration.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-011,HP SLEEVES UNIVERSAL,,Protective Hp Sleeves Universal designed for optimal infection control and equipment protection.,Dental Equipment,Dental Equipment,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-170-004,X-RAY ILLUMINATOR,,Replacement X-Ray Illuminator (standard) for dental units. Engineered to provide optimal illumination and color accuracy for clinical procedures.,Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-067,SYRINGE CLIP ON HOLDER (ZIRC),SYRINGE CLIP ON HOLDER,"Professional-grade Syringe Clip On Holder (Zirc) designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Zirc,Zirc,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-150-006,TCH INSTR PNL PWR SUPP EL SYS (97521830),,"Professional-grade Tch Instr Pnl Pwr Supp El Sys (97521830) designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-005,1LT. TANK GR. OCHRE STRIPE (91120348),,Replacement 1Lt. Tank Gr. Ochre Stripe (91120348) for dental hygiene water systems. Designed for easy refilling and durable service.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-007,BY-PASS EL. V. GR + N.R.VALVE,,Precision By-Pass El. V. Gr + N.R.Valve component for fluid or air control in dental units.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-019,CUP FOUNTAIN JOINT,,"Professional-grade Cup Fountain Joint designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-140-012,H5/P3 VACUUM PUMP ASSEMBLY,,Advanced H5/P3 Vacuum Pump Assembly for efficient laboratory or clinical workflows. Features durable construction and high-performance specifications.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-049,PRE-CHAMB BASIN CUP SV UNIT,,"Professional-grade Pre-Chamb Basin Cup Sv Unit designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-120-006,CASTELLINI IMPLNTR LED PACK,,"Professional-grade Castellini Implntr Led Pack designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.
",Castellini,Castellini,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-071,WATER CUSPIDOR CAP,,"Genuine replacement Water Cuspidor Cap for dental chairs, ensuring patient comfort and unit functionality.",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-023,EL.SYST.CAN-BUS L=600 MM,EL.SYST.CAN-BUS =600mm - Large,"Professional-grade El.Syst.Can-Bus L=600 Mm designed for clinical durability and performance.

Features:
- High-reliability component for dental equipment.
- Precision engineered for compatibility.


Specifications:
- Size: Large
",,,EL.SYST.CAN-BUS =600mm,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-036,INTERNAL SUPPLY CABLE (97521377),,Replacement Internal Supply Cable (97521377) for dental unit electronics. Ensures reliable connectivity and system integration.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
280-110-010,AC+DC CHAIR BOAD 2023 (97662836),,"Genuine replacement Ac+Dc Chair Boad 2023 (97662836) for dental chairs, ensuring patient comfort and unit functionality.",,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
