sku,Item Name,item-name-suggested,sales_description,brand,manufacturer,shopify_collection,variant_1_name,variant_1_value,variant_2_name,variant_2_value,variant_3_name,variant_3_value,package_length,package_width,package_height,package_weight,dimension_unit,enrichment_comments
160-120-005,BURS - CARBIDE FG GW2,BURS-CARBIDE FG GW2,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-140-003,BURS - SSW RA-3 - SLOW ROUND,SS White RA - BURS-SSW RA 3-SLOW ROUND,SS White Carbide Burs (RA Shank) providing efficient cutting for low-speed latch-type handpieces. Made with high-quality tungsten carbide for durability.,SS White,SS White,SS White Carbide Burs - RA (Latch),,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-140-004,BURS - SSW RA-5 - SLOW ROUND,SS White RA - BURS-SSW RA 5-SLOW ROUND,SS White Carbide Burs (RA Shank) providing efficient cutting for low-speed latch-type handpieces. Made with high-quality tungsten carbide for durability.,SS White,SS White,SS White Carbide Burs - RA (Latch),,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-140-005,BURS - SSW RA-8 - SLOW ROUND,SS White RA - BURS-SSW RA 8-SLOW ROUND,SS White Carbide Burs (RA Shank) providing efficient cutting for low-speed latch-type handpieces. Made with high-quality tungsten carbide for durability.,SS White,SS White,SS White Carbide Burs - RA (Latch),,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-006,BURS - CARBIDE HP8,BURS-CARBIDE HP8,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-008,SSW FG BURS #1557,SS White FG - SSW FG BURS - 1557,SS White Carbide Burs (FG Shank) are manufactured with fine-grain tungsten carbide for superior cutting performance. The Friction Grip shank ensures secure retention in high-speed handpieces.,SS White,SS White,SS White Carbide Burs - FG,Shape,1557,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-006,HI-DI DIAMOND BUR FG 650 XF,HI-DI DIAMOND BUR FG XF - 650,"Hi-Di Diamond Burs feature a multiple-layer diamond grit application for fast, reliable cutting and extended durability. Precision-engineered shanks minimize vibration for enhanced patient comfort.",Dentsply,Dentsply Sirona,HI-DI DIAMOND BUR FG XF,Shape,650,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-007,HI-DI DIAMOND BUR FG 675 EXTRA,HI-DI DIAMOND BUR FG EXTRA - 675,"Hi-Di Diamond Burs feature a multiple-layer diamond grit application for fast, reliable cutting and extended durability. Precision-engineered shanks minimize vibration for enhanced patient comfort.",Dentsply,Dentsply Sirona,HI-DI DIAMOND BUR FG EXTRA,Shape,675,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-005,H/KULZER DIAMOND BUR FG 646SF,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-003,EDENTA F.G DIAMOND 830/014 CRS,EDENTA F.g DIAMOND CRS - 830/014,"Edenta Diamond Burs feature a high-density diamond coating for maximum abrasive capacity and precise material reduction. Ideal for cavity preparation and finishing, ensuring a smooth surface quality.",Edenta,Edenta,EDENTA F.g DIAMOND CRS,Shape,830/014,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-004,EDENTA F.G DIAMOND 835/014 CRS,EDENTA F.g DIAMOND CRS - 835/014,"Edenta Diamond Burs feature a high-density diamond coating for maximum abrasive capacity and precise material reduction. Ideal for cavity preparation and finishing, ensuring a smooth surface quality.",Edenta,Edenta,EDENTA F.g DIAMOND CRS,Shape,835/014,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-015,DIATECH FG 859-314-010-10-F,DIATECH FG - 859 / Fine (Red) / 0.010mm / Needle / Flame,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,859,Grit,Fine (Red),Head Size,0.010mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-010,DIATECH FG 368-314-023-5-F,DIATECH FG - 368 / Fine (Red) / 0.023mm / Football / Egg,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,368,Grit,Fine (Red),Head Size,0.023mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-012,DIATECH FG 835-314-010-4-ML,DIATECH FG - 835 / Medium (Blue) / 0.010mm / Cylinder Flat End,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,835,Grit,Medium (Blue),Head Size,0.010mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-013,DIATECH FG 835-314-014-4-ML,DIATECH FG - 835 / Medium (Blue) / 0.014mm / Cylinder Flat End,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,835,Grit,Medium (Blue),Head Size,0.014mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-011,DIATECH FG 830-314-012-2.7-ML,DIATECH FG .7-ml - 830 / Multilayer Medium (Blue) / 0.012mm / Pear,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG .7-ml,Shape,830,Grit,Multilayer Medium (Blue),Head Size,0.012mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-016,DIATECH FG 859-314-010-10UF,DIATECH FG - 859 / Ultra Fine (White) / 0.010mm / Needle / Flame,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,859,Grit,Ultra Fine (White),Head Size,0.010mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-009,DIATECH FG 368-314-020-5-XF,DIATECH FG - 368 / Extra Fine (Yellow) / 0.020mm / Football / Egg,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,368,Grit,Extra Fine (Yellow),Head Size,0.020mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-014,DIATECH FG 850-314-016-10-ML,DIATECH FG - 850 / Medium (Blue) / 0.016mm / Round End Taper,"Diatech Multilayer Diamond Burs are crafted with exclusive multilayer diamond application technology. This ensures uniform crystal coverage using only natural diamonds, providing rapid, smooth, and comfortable cutting with extended instrument life.",Diatech,Coltene,DIATECH FG,Shape,850,Grit,Medium (Blue),Head Size,0.016mm,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-140-006,BURS - SURGICAL CARBIDE FG957,BURS-SURGICAL CARBIDE FG957,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-022,STERILE SURGERY HP #8 51MM,STERILE SURGERY HP #8 51mm,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-140-002,BURS - CARBIDE HP2 (SURGICAL),BURS-CARBIDE HP2 (SURGICAL),High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-020,STERILE SURGERY HP #702 51MM,STERILE SURGERY HP # 51mm - 702,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,STERILE SURGERY HP # 51mm,Shape,702,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-021,STERILE SURGERY HP #703 51MM,STERILE SURGERY HP # 51mm - 703,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,STERILE SURGERY HP # 51mm,Shape,703,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-017,TRI HAWK BURS TALON 12,,"Tri Hawk Talon Burs are metal-cutting powerhouses featuring a unique hyperbolic shape and blades on top and sides. Designed to cut vertically and horizontally through crowns, bridges, and amalgam with unmatched speed and efficiency.",Tri Hawk,Tri Hawk,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-012,BURS-TWO STRIPER - 514.4C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,514.4C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-013,BURS-TWO STRIPER - 515.5C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,515.5C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-014,BURS-TWO STRIPER - 520.4C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,520.4C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-015,BURS-TWO STRIPER - 558,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,558,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-016,BURS-TWO STRIPER - 701,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,701,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-017,BURS-TWO STRIPER - 724.8C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,724.8C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-021,BURS-TWO STRIPER - 780.9C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,780.9C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-022,BURS-TWO STRIPER - 784.10C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,784.10C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-023,BURS-TWO STRIPER - 790.8C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,790.8C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-024,BURS-TWO STRIPER - L1250,BURS-TWO STRIPER-L1250,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-009,BURS-TWO STRIPER - 283.4C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,283.4C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-019,BURS-TWO STRIPER - 770.8C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,770.8C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-018,BURS-TWO STRIPER - 770.10C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,770.10C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-020,BURS-TWO STRIPER - 770.9C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,770.9C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-010,BURS-TWO STRIPER - 315.1.75C,BURS-TWO STRIPER .1.75C - 315,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER .1.75C,Shape,315,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-011,BURS-TWO STRIPER - 320.2C,,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,320.2C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-007,BURS- TWO STRIPER - 703.8C,BURS-TWO STRIPER - 703.8C,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER,Shape,703.8C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-006,BUR- TWO STRIPER 770.10C (DD),BUR-TWO STRIPER (DD) - 770.10C,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BUR-TWO STRIPER (DD),Shape,770.10C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-001,BUR TWO STRIPER 770.10F(DD),BUR TWO STRIPER (DD) - 770.10F,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BUR TWO STRIPER (DD),Shape,770.10F,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-004,BUR TWO STRIPER L514.4C (DD),,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-005,BUR TWO STRIPER L770.8C (DD),,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-002,BUR TWO STRIPER 780.9C (DD),BUR TWO STRIPER (DD) - 780.9C,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BUR TWO STRIPER (DD),Shape,780.9C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-003,BUR TWO STRIPER 799.11C (DD),BUR TWO STRIPER (DD) - 799.11C,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BUR TWO STRIPER (DD),Shape,799.11C,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-018,ENDO - Z CARBIDE BUR (3PK),ENDO-Z CARBIDE BUR (3PK),High-performance Tungsten Carbide Bur designed for precise cutting and durability. Features a concentric design for vibration-free operation and smooth finishing.,Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-019,ENDO - Z CARBIDE BUR (5PK),ENDO-Z CARBIDE BUR (5PK),High-performance Tungsten Carbide Bur designed for precise cutting and durability. Features a concentric design for vibration-free operation and smooth finishing.,Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-003,BUR SJT 029,BUR SJT - 029,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,BUR SJT,Shape,029,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-110-007,BUR NO HP1/2,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-002,DIAMOND BURS FG 557-UNODENT,DIAMOND BURS FG-UNODENT - 557,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,DIAMOND BURS FG-UNODENT,Shape,557,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-130-001,BURS-TWO STRIPER SHORT-CUT DIAMOND 285.5C S (PEARSON),BURS-TWO STRIPER SHORT-CUT DIAMOND (PEARSON) - Small / 285.5C,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER SHORT-CUT DIAMOND (PEARSON),Size,Small,Shape,285.5C,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-120-007,CARBIDE BUR FINE CUT 47XF,,High-performance Tungsten Carbide Bur designed for precise cutting and durability. Features a concentric design for vibration-free operation and smooth finishing.,Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
160-150-008,BURS-TWO STRIPER  799.11VF (PEARSON),BURS-TWO STRIPER (PEARSON) - 799.11VF,"Two Striper PBS Bonded Diamond Burs feature a proprietary P.B.S. bonding process that fuses natural diamond crystals directly to the stainless steel shank. This prevents stripping and peeling, ensuring long-lasting cutting efficiency and precision.",Two Striper,Premier Dental,BURS-TWO STRIPER (PEARSON),Shape,799.11VF,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
