sku,Item Name,item-name-suggested,sales_description,brand,manufacturer,shopify_collection,variant_1_name,variant_1_value,variant_2_name,variant_2_value,variant_3_name,variant_3_value,package_length,package_width,package_height,package_weight,dimension_unit,enrichment_comments
200-170-019,UNODENT LATEX GLOVES SMALL,UNODENT LATEX GLOVES - Small,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,UnoDent,UnoDent,UNODENT LATEX GLOVES,Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-003,BRIGHTWAY POWDER-FREE NITRILE,,"Brightway Nitrile Gloves are premium powder-free, latex-free gloves designed for superior barrier protection and tactile sensitivity. Ideal for daily clinical use.",Brightway,Brightway Holdings,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-004,GLOVES NITRILE UTILITY - SIZE7,GLOVES NITRILE UTILITY - 7,"Heavy-duty Nitrile Utility Gloves are puncture and chemical resistant, designed for instrument cleaning and sterilization processes. Flock-lined for comfort.",Generic,Generic,GLOVES NITRILE UTILITY,Size,7,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-015,UNBEATABLE NITRILE GLOVES- L,UNBEATABLE NITRILE GLOVES - Large,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,UNBEATABLE NITRILE GLOVES,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-013,MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE SMALL (100/BOX),MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE (/BOX) - Small / 100,"Meditrade Gentle Skin Compact + Latex Gloves. Powder-free, natural white, micro-roughened. 100/Box.",Meditrade,Meditrade,MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE (/BOX),Size,Small,Shape,100,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-170-012,MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE MEDIUM (100/BOX),MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE (/BOX) - Medium / 100,"Meditrade Gentle Skin Compact + Latex Gloves. Powder-free, natural white, micro-roughened. 100/Box.",Meditrade,Meditrade,MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE (/BOX),Size,Medium,Shape,100,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-170-010,MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE LARGE (100/BOX),MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE (/BOX) - Large / 100,"Meditrade Gentle Skin Compact + Latex Gloves. Powder-free, natural white, micro-roughened. 100/Box.",Meditrade,Meditrade,MEDITRADE GENTLE SKIN COMPACT + LATEX GLOVES POWDER FREE (/BOX),Size,Large,Shape,100,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-170-016,UNICARE NITRILE WHITE (MEDIUM),UNICARE NITRILE - Medium / White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,UNICARE NITRILE,Size,Medium,Color,White,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-005,GLOVES NITRILE UTILITY - SIZE8,GLOVES NITRILE UTILITY - 8,"Heavy-duty Nitrile Utility Gloves are puncture and chemical resistant, designed for instrument cleaning and sterilization processes. Flock-lined for comfort.",Generic,Generic,GLOVES NITRILE UTILITY,Size,8,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-006,GLOVES NITRILE UTILITY - SIZE9,GLOVES NITRILE UTILITY - 9,"Heavy-duty Nitrile Utility Gloves are puncture and chemical resistant, designed for instrument cleaning and sterilization processes. Flock-lined for comfort.",Generic,Generic,GLOVES NITRILE UTILITY,Size,9,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-009,GLOVES-LARGE-BLOSSOM/POWDER FREE,GLOVES-BLOSSOM/POWDER FREE - Large,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Blossom,Blossom,GLOVES-BLOSSOM/POWDER FREE,Size,Large,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-008,GLOVES NITRILE UTILITY -SIZE10,GLOVES NITRILE UTILITY - 10,"Heavy-duty Nitrile Utility Gloves are puncture and chemical resistant, designed for instrument cleaning and sterilization processes. Flock-lined for comfort.",Generic,Generic,GLOVES NITRILE UTILITY,Size,10,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-120-001,COTTON ROLL -ROEKO,COTTON ROLL-ROEKO,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Coltene,Coltene,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-001,DISPO TRAY LINERS (50PK),DISPO TRAY LINERS,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-006,N'SURE PLASTIC CUP LAVENDER,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-009,N'SURE TRAY COVER YELLOW(1000),N'SURE TRAY COVER - Yellow / 1000,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,N'SURE TRAY COVER,Color,Yellow,Shape,1000,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-008,N'SURE TRAY COVER GREEN (1000),N'SURE TRAY COVER - Green / 1000,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,N'SURE TRAY COVER,Color,Green,Shape,1000,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-007,N'SURE PLASTIC CUP PINK (1000),N'SURE PLASTIC CUP - Pink,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,N'SURE PLASTIC CUP,Color,Pink,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-120-004,COTTON ROLL DISPENSER- WHITE,COTTON ROLL DISPENSER - White,Hygienic Cotton Roll Dispenser featuring a non-slip base and easy-load top. Pull-type mechanism dispenses rolls individually to prevent cross-contamination.,Generic,Generic,COTTON ROLL DISPENSER,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-120-002,COTTON ROLL DISP.PULL WHITE,COTTON ROLL DISP.PULL - White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,COTTON ROLL DISP.PULL,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-120-003,COTTON ROLL DISP.PUSH BIEGE,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-120-005,SPONGE DISPENSER 2 X 2 MAUVE,SPONGE DISPENSER 2 X 2MAUVE,"Plastic Sponge Dispenser for 2x2 gauze sponges. Protects supplies from airborne contaminants and allows for sterile, single-handed retrieval.",Plasdent,Plasdent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-023,VIVID DURACUP 5oz. YELLOW (100,VIVID DURACUP . ( - 5oz / Yellow / 100,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID DURACUP . (,Volume,5oz,Color,Yellow,Shape,100,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-160-001,EXODONTIA SPONGE (GUAZE),EXODONTIA SPONGE,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-180-001,MIXING PAD 3.5X4.5CM,MIXING PAD 3.5 X 4.5cm,"Poly-coated Mixing Pad with non-skid backing. Tear-resistant sheets are ideal for mixing cements, composites, and impression materials.",UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-180-003,MIXING PAD 7X9.5CM,MIXING PAD 7 X 9.5cm,"Poly-coated Mixing Pad with non-skid backing. Tear-resistant sheets are ideal for mixing cements, composites, and impression materials.",UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-017,TRAY COVERS - WHITE,TRAY COVERS - White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,TRAY COVERS,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-013,PLASTIC CUP DISPENSER,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-010,N'SURE TRAY COVERS BLUE (1000),N'SURE TRAY COVERS - Blue / 1000,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,N'SURE TRAY COVERS,Color,Blue,Shape,1000,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-012,N'SURE TRAY COVERS PINK (1000),N'SURE TRAY COVERS - Pink / 1000,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,N'SURE TRAY COVERS,Color,Pink,Shape,1000,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-011,N'SURE TRAY COVERS LAVENDER,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,N'Sure,N'Sure,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-002,DISPOSABLE CUPS LIGHT BLUE (UN,DISPOSABLE CUPS LIGHT (UN - Blue,Standard 5oz Disposable Plastic Cups with ribbed sidewalls for enhanced grip. Rolled rim for patient comfort.,UnoDent,UnoDent,DISPOSABLE CUPS LIGHT (UN,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-200-003,DISPOSABLE CUPS LILAC (UNODENT,,Standard 5oz Disposable Plastic Cups with ribbed sidewalls for enhanced grip. Rolled rim for patient comfort.,UnoDent,UnoDent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-180-002,MIXING PAD 7 X 8CM (100PK) H/S,MIXING PAD 7 X 8cm H/ - Small,"Poly-coated Mixing Pad with non-skid backing. Tear-resistant sheets are ideal for mixing cements, composites, and impression materials.",Henry Schein,Henry Schein,MIXING PAD 7 X 8cm H/,Size,Small,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-170-007,SIZE 9, - 9,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,Size,9,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-001,EVACUATOR TIPS,,Disposable High-Volume Evacuator (HVE) Tips (Vented/Non-Vented). Smooth edges ensuring patient comfort while providing maximum suction efficiency.,Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-012,SALIVA EJECTORS - CLEAR UNO,SALIVA EJECTORS-CLEAR UNO,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,UnoDent,Unodent,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-007,SURGICAL ASPIRATOR TIPS-WHITE,SURGICAL ASPIRATOR TIPS - White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Plasdent,Plasdent,SURGICAL ASPIRATOR TIPS,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-006,SURGICAL ASPIRATOR TIPS-BLUE,SURGICAL ASPIRATOR TIPS - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Plasdent,Plasdent,SURGICAL ASPIRATOR TIPS,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-009,VIVID SURGICAL ASPIRATOR TIPS GREEN 1/4,VIVID SURGICAL ASPIRATOR TIPS 1/4 - Green,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID SURGICAL ASPIRATOR TIPS 1/4,Color,Green,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-013,INTRA ORAL TIPS (YELLOW),INTRA ORAL TIPS - Yellow,Yellow Intraoral Tips for precise delivery of light body impression materials. Compatible with standard high-performance mixing tips.,Generic,Generic,INTRA ORAL TIPS,Color,Yellow,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-004,SPLASH INTRAORAL TIPS-WHITE,SPLASH INTRAORAL TIPS - White,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SPLASH INTRAORAL TIPS,Color,White,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-140-005,SULTAN INTRAORAL TIPS-YELLOW,SULTAN INTRAORAL TIPS - Yellow,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SULTAN INTRAORAL TIPS,Color,Yellow,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-006,FACE MASKS - COMFIT,FACE MASKS-COMFIT,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Dentsply Sirona,Dentsply Sirona,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-220-001,TONGUE BLADES SENIOR 6'' (100),TONGUE BLADES SENIOR 6'',"Senior (6-inch) Wooden Tongue Depressors. Smooth, splinter-free finish for safe oral examinations and tissue retraction.",Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-220-002,TONGUE DEPRESSOR JUNIOR 5.5(50,TONGUE DEPRESSOR 5.5(50 - Junior,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,TONGUE DEPRESSOR 5.5(50,Size,Junior,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-018,HEADREST COVERS 9 1/2 X 11,,Disposable Headrest Covers (9.5 x 11) provide a fluid-resistant barrier for dental chairs. Soft tissue outer layer with poly backing.,Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-002,DISPOSA SHIELD NO. 2- 65090002,DISPOSA SHIELD -65090002,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-024,DISPOSA SHIELD NO. 3- 65090003,DISPOSA SHIELD -65090003,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-023,DISPOSA SHIELD NO. 4- 65090004,DISPOSA SHIELD -65090004,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-015,VIVID 2 IN 1 COMBO FACE MASK,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-004,OP-D-OP II VISOR - MINT GREEN,OP-D-OP II VISOR-MINT - Green,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,OP-D-OP II VISOR-MINT,Color,Green,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-004,HEAD NET,,"Lightweight, breathable Head Net/Bouffant Cap for sanitary protection during clinical procedures.",Generic,Generic,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-003,HEAD COVERS 100PK (D NOTEC),,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-003,GOOGLES OFFICE PACK,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-017,VIVID FIT SHIELD REPLACE,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-001,APRONS POLYTHENE 686  X 1066MM,APRONS POLYTHENE 686 X 1066mm,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-002,HEAD CAPS DISPOSABLE BLUE (20),HEAD CAPS DISPOSABLE - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,HEAD CAPS DISPOSABLE,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-009,"VIVID TUFFCAP 21"" BLUE BOUFFANT CAP","VIVID TUFFCAP 21"" BOUFFANT CAP - Blue",High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,"VIVID TUFFCAP 21"" BOUFFANT CAP",Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-020,VIVID SUREMASK 3PLY EARLOOP,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-010,N'SURE SAFEMARK L3 BLUE MASK,N'SURE SAFEMARK L3 MASK - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,N'SURE SAFEMARK L3 MASK,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-012,N'SURE SAFEMARK L3 PINK MASK,N'SURE SAFEMARK L3 MASK - Pink,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,N'SURE SAFEMARK L3 MASK,Color,Pink,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-011,N'SURE SAFEMARK L3 LAVENDER,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-210-005,"VIVID BOUFFANT CAPS 24"" BLUE","VIVID BOUFFANT CAPS 24"" - Blue",High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,"VIVID BOUFFANT CAPS 24""",Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-005,OP-D-OP VISOR W/3 SHIELDS BLUE,OP-D-OP VISOR W/3 SHIELDS - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,OP-D-OP VISOR W/3 SHIELDS,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-006,OP-D-OP VISOR W/3 SHIELDS PEAC,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-022,STICKY WRAP ECO-PACK BLUE,STICKY WRAP ECO-PACK - Blue,Barrier Film 'Sticky Wrap' with low-tack adhesive. Protects difficult-to-clean surfaces like light handles and chair controls from contamination.,Generic,Generic,STICKY WRAP ECO-PACK,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-016,VIVID DAILY MASK 3PLY BLUE L3,VIVID DAILY MASK 3PLY L3 - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,VIVID DAILY MASK 3PLY L3,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-008,N'SURE PATTERN MASK LEAF GREEN,N'SURE PATTERN MASK LEAF - Green,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,N'SURE PATTERN MASK LEAF,Color,Green,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-017,VIVID SMILEY MASK,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Vivid,Vivid,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-007,OP-D-OP VISOR W/3 SHIELDS VIOL,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-001,BARRIER FILM DISPENSER,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-020,STERI SHIELD,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,Steri-shield,Steri-Shield,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-019,OMNIA HEADREST COVER WATERPROO,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-014,SAFETY GLASSES CLEAR - BLUE,SAFETY GLASSES CLEAR - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SAFETY GLASSES CLEAR,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-013,SAFETY GLASSES CLEAR - BLACK,SAFETY GLASSES CLEAR - Black,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SAFETY GLASSES CLEAR,Color,Black,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-110-015,SAFETY GLASSES CLEAR - YELLOW,SAFETY GLASSES CLEAR - Yellow,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,SAFETY GLASSES CLEAR,Color,Yellow,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-003,BEESURE FLORAL FACE MASK HIBISCUS,,"BeeSure Floral Face Mask (ASTM Level 2). Hibiscus design. Latex-free, fiberglass-free, 100% natural cellulose inner layer. 50/Box.",BeeSure,Beesure,,,,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-150-005,BEESURE FLORAL FACE MASK PLUME,,"BeeSure Floral Face Mask (ASTM Level 2). Plumeria design. Latex-free, fiberglass-free, 100% natural cellulose inner layer. 50/Box.",BeeSure,Beesure,,,,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-150-004,BEESURE FLORAL FACE MASK ORCHI,,"BeeSure Floral Face Mask (ASTM Level 2). Orchid design. Latex-free, fiberglass-free, 100% natural cellulose inner layer. 50/Box.",BeeSure,Beesure,,,,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-150-001,BEESURE FLORAL FACE MASK DAISY,,"BeeSure Floral Face Mask (ASTM Level 2). Daisy design. Latex-free, fiberglass-free, 100% natural cellulose inner layer. 50/Box.",BeeSure,Beesure,,,,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-150-002,BEESURE FLORAL FACE MASK FERN,,"BeeSure Floral Face Mask (ASTM Level 2). Fern design. Latex-free, fiberglass-free, 100% natural cellulose inner layer. 50/Box.",BeeSure,Beesure,,,,,,,,0.00,0.00,0.00,0.00,cm,[MATCH]
200-150-014,ULTIMATE EARLOOP MASK PINK,ULTIMATE EARLOOP MASK - Pink,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,ULTIMATE EARLOOP MASK,Color,Pink,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-013,ULTIMATE EARLOOP MASK LAVENDER,,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,,,,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-009,N'SURE PATTERN MASK LEAFS BLUE,N'SURE PATTERN MASK LEAFS - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,N'SURE PATTERN MASK LEAFS,Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
200-150-007,N'SURE PATTERN MASK FLOWER BLUE (50/PK),N'SURE PATTERN MASK FLOWER (50/PK) - Blue,High-quality Dental Supply item for professional clinical use. Manufactured to meet strict dental industry standards.,,,N'SURE PATTERN MASK FLOWER (50/PK),Color,Blue,,,,,0.00,0.00,0.00,0.00,cm,[GENERATED]
